temp,rhum,prcp,wspd,pres,hour,day_of_week,day_of_year,month,hour_sin,hour_cos,doy_sin,doy_cos,temp_lag_1,rhum_lag_1,prcp_lag_1,wspd_lag_1,pres_lag_1,temp_lag_2,rhum_lag_2,prcp_lag_2,wspd_lag_2,pres_lag_2,temp_lag_3,rhum_lag_3,prcp_lag_3,wspd_lag_3,pres_lag_3,temp_lag_6,rhum_lag_6,prcp_lag_6,wspd_lag_6,pres_lag_6,temp_lag_12,rhum_lag_12,prcp_lag_12,wspd_lag_12,pres_lag_12,temp_lag_24,rhum_lag_24,prcp_lag_24,wspd_lag_24,pres_lag_24,temp_roll_mean_3,temp_roll_std_3,rhum_roll_mean_3,rhum_roll_std_3,prcp_roll_sum_3,wspd_roll_mean_3,pres_roll_mean_3,temp_roll_mean_6,temp_roll_std_6,rhum_roll_mean_6,rhum_roll_std_6,prcp_roll_sum_6,wspd_roll_mean_6,pres_roll_mean_6,temp_roll_mean_12,temp_roll_std_12,rhum_roll_mean_12,rhum_roll_std_12,prcp_roll_sum_12,wspd_roll_mean_12,pres_roll_mean_12,temp_roll_mean_24,temp_roll_std_24,rhum_roll_mean_24,rhum_roll_std_24,prcp_roll_sum_24,wspd_roll_mean_24,pres_roll_mean_24
25.0,94.0,0.0,9.4,1011.0,23,0,365,12,-0.25881904510252157,0.9659258262890681,-0.017166329754707492,0.9998526477050269,25.0,94.0,0.0,11.2,1011.0,26.0,89.0,0.0,11.2,1010.0,26.0,89.0,0.0,13.0,1011.0,26.0,79.0,0.0,3.6,1011.0,29.0,66.0,0.0,9.4,1010.0,22.0,78.0,0.0,3.6,1012.0,25.666666666666668,0.5773502691896263,90.66666666666667,2.886751345948127,0.0,11.800000000000054,1010.6666666666666,25.666666666666668,0.5163977795012997,87.33333333333333,5.163977794942705,0.0,8.666666666666659,1010.8333333333334,26.25,1.0552897060226367,81.66666666666667,8.026471355723132,0.0,8.4,1010.75,27.291666666666668,2.773777312567228,73.25,11.873426669228824,0.0,8.791666666666666,1011.3333333333334
